Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-06-23,1.6611,1.6851,1.6572,1.6816,56744,1.5317,140756,87298,394349,201608
2016-06-22,1.6833,1.6951,1.6428,1.6652,65133,1.5153,175444,86976,399768,201608
2016-06-21,1.6798,1.6885,1.6458,1.6762,58648,1.5263,143205,81605,404416,201608
2016-06-20,1.6446,1.6877,1.6444,1.6869,42237,1.5274,132023,61600,412702,201607
2016-06-17,1.5796,1.6483,1.5787,1.6412,54676,1.4817,136225,69052,414081,201607
2016-06-16,1.6263,1.6337,1.576,1.5824,57609,1.4229,144060,74537,413526,201607
2016-06-15,1.6451,1.6619,1.6231,1.6373,57299,1.4778,164401,78961,412709,201607
2016-06-14,1.6656,1.6672,1.6441,1.6615,45438,1.502,110550,84976,412607,201607
2016-06-13,1.6756,1.6865,1.6534,1.674,52466,1.5145,131189,89207,413544,201607
2016-06-10,1.7117,1.7144,1.6706,1.6755,56303,1.516,150955,95555,413948,201607
2016-06-09,1.7335,1.7443,1.7032,1.7107,63134,1.5512,176680,99190,415240,201607
2016-06-08,1.7003,1.7367,1.6967,1.73,82439,1.5705,229212,103931,411178,201607
2016-06-07,1.6647,1.703,1.6596,1.701,67635,1.5415,174295,114210,416893,201607
2016-06-06,1.65,1.6687,1.6474,1.6626,58054,1.5031,129861,121041,414203,201607
2016-06-03,1.6649,1.6748,1.6405,1.6476,66263,1.4881,138597,125672,415274,201607
2016-06-02,1.6625,1.6893,1.6425,1.6683,84868,1.5088,204959,128534,415532,201607
2016-06-01,1.6512,1.6669,1.6257,1.6584,69552,1.4989,151188,133359,413049,201607
2016-05-31,1.6586,1.6898,1.6441,1.6566,70244,1.4971,129935,132823,409390,201607
2016-05-27,1.663,1.6719,1.6418,1.661,57103,1.5015,120105,134311,411890,201607
2016-05-26,1.6764,1.684,1.651,1.6657,60454,1.5062,159282,132002,412688,201607
2016-05-25,1.6703,1.684,1.6564,1.6764,79525,1.5169,195026,130002,416452,201607
2016-05-24,1.6434,1.6721,1.6278,1.6525,68308,1.493,164813,123288,413495,201607
2016-05-23,1.6545,1.6553,1.6276,1.6415,63538,1.482,158922,114080,406292,201607
2016-05-20,1.6391,1.6623,1.632,1.6516,73452,1.4921,194583,108585,402684,201607
2016-05-19,1.6413,1.6449,1.6045,1.6434,59673,1.4839,169740,106012,400791,201607
2016-05-18,1.6367,1.6834,1.6149,1.6481,70513,1.4886,267831,103456,397084,201607
2016-05-17,1.612,1.6422,1.6026,1.6322,43099,1.4727,191179,95630,399144,201607
2016-05-16,1.5705,1.6239,1.5695,1.6067,41163,1.4472,179895,96193,398785,201607
