Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-09-09,178.75,180.75,177.75,178.5,325,177.25,485,8989,10802,201612
2016-09-08,176.5,179.25,175.25,179,415,177.75,484,8978,10724,201612
2016-09-07,175.5,177.5,174,176,413,174.75,647,9001,10785,201612
2016-09-06,179.75,179.75,174.25,174.75,333,173.5,435,9084,10784,201612
2016-09-02,181.25,182.75,179,179.25,271,178,357,9028,10717,201612
2016-09-01,177,182.5,177,182,706,180.75,813,8983,11026,201612
2016-08-31,178.75,179.5,173.5,177.25,384,176,499,9086,11120,201612
2016-08-30,180.75,181.25,175.5,178.75,945,177.5,1561,8984,11033,201612
2016-08-29,186.75,186.75,177.5,180.25,1071,179,1511,8696,10927,201612
2016-08-26,190,190,183.25,186.5,564,185.25,891,8540,10922,201612
2016-08-25,186.25,190.75,185.5,190.25,401,189,666,8466,11103,201612
2016-08-24,187.5,188.5,183.25,186,824,184.75,1219,8409,11101,201612
2016-08-23,189.25,189.5,187.25,187.5,298,186.25,520,7968,10850,201612
2016-08-22,185.25,189.75,184.75,189,382,187.75,526,7876,10756,201612
2016-08-19,184.75,187,184.75,185.75,359,184.5,589,7820,10711,201612
2016-08-18,187,187,184.25,185,301,183.75,447,7771,10650,201612
2016-08-17,188.25,189,186,187,448,185.75,781,7764,10627,201612
2016-08-16,187.75,189.25,186.25,188.5,562,187.25,878,7588,10492,201612
2016-08-15,183.25,189.25,183.25,187.75,536,186.5,793,7396,10419,201612
2016-08-12,183.25,185.75,181.25,182.5,299,181.25,444,7359,10345,201612
2016-08-11,185.75,186.25,180.25,183.25,514,182,746,7272,10298,201612
2016-08-10,185.25,186.25,184.25,184.75,349,183.5,630,7222,10248,201612
2016-08-09,187.25,187.75,184.75,185.25,306,184,542,7052,10178,201612
2016-08-08,184.75,188,184.25,186.75,365,185.5,616,6979,10189,201612
2016-08-05,187.25,189.25,183.25,185.5,561,184.25,1048,6878,10091,201612
2016-08-04,190,191.75,182.25,187,1142,185.75,1937,6900,10208,201612
2016-08-03,192.25,193.75,189.75,190.25,605,189,736,6768,10064,201612
2016-08-02,198.25,198.25,191.75,192,434,190.75,642,6489,9759,201612
2016-08-01,200.5,204.25,198.25,198.75,552,197.5,872,6371,9661,201612
2016-07-29,198.5,201.25,196.25,200.5,826,199.25,1588,6280,9812,201612
2016-07-28,198,198.75,195.25,198.5,650,197.25,1041,6173,9981,201612
2016-07-27,198.75,200.25,197.5,198,203,196.75,321,6001,10054,201612
2016-07-26,199,200,195.25,200,246,198.75,456,5896,9937,201612
2016-07-25,203.75,203.75,196.75,200.75,355,199.5,520,5891,9943,201612
2016-07-22,205.25,206.25,201.5,205.25,185,204,283,5798,9889,201612
2016-07-21,204,206,203,205.75,103,204.5,199,5784,9873,201612
2016-07-20,205.25,209,202.5,203.25,224,202,416,5761,9847,201612
2016-07-19,206.25,206.25,202.25,204,117,202.75,221,5765,9853,201612
2016-07-18,205.25,208,203.75,206,198,204.75,375,5762,9877,201612
2016-07-15,205.25,208.25,204.5,204.75,622,203.5,707,5710,9827,201612
2016-07-14,210,211,204.5,205,235,203.75,359,5754,9874,201612
2016-07-13,206.25,210.5,200.5,209.25,483,208,717,5769,9927,201612
2016-07-12,206.25,209.75,205.5,207,392,205.75,708,5749,9948,201612
2016-07-11,199,207.5,198.5,207,443,205.75,695,5696,9999,201612
2016-07-08,197,202,197,198.75,408,197.5,570,5812,10129,201612
2016-07-07,194.75,197,193.25,196.75,220,195.5,323,5826,10177,201612
2016-07-06,193.75,196.25,191.5,194.75,324,193.5,591,5764,10126,201612
2016-07-05,193.25,195,189.5,192.75,308,191.5,740,5739,10226,201612
2016-07-01,202.75,205,192,194,655,192.75,1141,5695,10086,201612
2016-06-30,202.25,205.25,201.5,203,273,201.75,478,5464,9878,201612
2016-06-29,203.25,206.25,200.25,202.5,354,201.25,661,5524,10318,201612
2016-06-28,202.25,208.5,201.5,203.75,494,202.5,1032,5405,10190,201612
2016-06-27,206.25,209.25,201.25,202,686,200.75,1715,5240,10057,201612
2016-06-24,211.25,211.5,203.25,207,578,205.75,1923,5019,9867,201612
2016-06-23,217.75,217.75,210.5,211.25,782,210,2377,4817,10200,201612
2016-06-22,217.5,218.5,213.75,218,623,216.75,1745,4678,9992,201612
2016-06-21,222.25,223,216.75,217.5,502,216.25,1746,4487,9964,201612
2016-06-20,229.25,229.25,221,223.5,876,222.25,2954,4286,10166,201612
2016-06-17,218.25,225.5,218.25,223.5,738,208.25,1343,3288,10034,201607
2016-06-16,219.75,220.25,215.75,219.75,700,204.5,1773,3522,9959,201607
2016-06-15,222.25,225.75,219,219.75,785,204.5,1612,3776,10012,201607
2016-06-14,220.25,222.75,216.75,221.75,1032,206.5,2007,4100,9881,201607
2016-06-13,217,224,217,220.5,630,205.25,1172,4846,10040,201607
2016-06-10,219.25,225,215.75,217,1173,201.75,1990,5198,10088,201607
2016-06-09,220.25,224.25,215.75,220.5,1048,205.25,1761,5659,10449,201607
2016-06-08,213.25,222,212.5,221,1318,205.75,2184,6073,10798,201607
2016-06-07,209.75,212.75,209.25,211.75,549,196.5,979,6519,10989,201607
2016-06-06,203.25,210.5,203.25,209,677,193.75,943,6660,10899,201607
2016-06-03,204.5,206.75,202.5,203.25,488,188,809,6760,10881,201607
2016-06-02,206,207,203,206,1076,190.75,1796,6800,10777,201607
2016-06-01,204.25,205.75,202,205.5,882,190.25,1447,6948,10760,201607
2016-05-31,208.25,208.25,201.75,204.25,707,189,1157,7120,10529,201607
2016-05-27,207,209.25,206.5,208.25,447,193,690,7215,10224,201607
2016-05-26,205.25,209.25,204.75,206.5,373,191.25,522,7273,10184,201607
2016-05-25,204,207,202.75,205.25,609,190,1066,7382,10221,201607
2016-05-24,205.5,205.5,203.5,204,787,188.75,1174,7545,10231,201607
2016-05-23,204.25,205.5,203.25,204.75,238,189.5,354,7903,10316,201607
2016-05-20,204.5,206,202.75,204.75,329,189.5,520,7916,10263,201607
2016-05-19,209.5,209.75,202.75,203.5,518,188.25,835,7932,10153,201607
2016-05-18,212.75,213,208,208.75,843,193.5,904,7817,9861,201607
2016-05-17,212.25,213.75,211,211.75,421,196.5,567,8206,10238,201607
2016-05-16,210.5,213,207.25,212.25,453,197,576,8156,10139,201607
2016-05-13,207.25,211.25,204,210.5,424,195.25,523,8122,10076,201607
2016-05-12,203.25,207.75,203.25,207,259,191.75,283,8069,10011,201607
2016-05-11,208.25,208.5,202.5,203.5,294,188.25,351,8043,9984,201607
2016-05-10,202.75,209,201.25,207.25,586,192,804,7980,9898,201607
2016-05-09,209.75,211.25,200.75,204.75,690,189.5,991,7922,9742,201607
2016-05-06,207.25,209.75,206.75,208.25,744,193,841,7854,9523,201607
2016-05-05,210.5,210.5,206.5,207.75,380,192.5,476,7930,9540,201607
2016-05-04,213.25,215,209.25,210.25,615,195,939,7781,9359,201607
2016-05-03,220.25,222,211.25,214.25,608,199,810,7648,9219,201607
2016-05-02,221.25,224,218.75,220.75,284,205.5,379,7671,9167,201607
2016-04-29,220.5,222.5,217.5,221,376,205.75,625,7645,9260,201607
2016-04-28,223.5,225.5,220.75,222,884,206.75,1671,7541,9241,201607
2016-04-27,222.5,227.75,222.5,223.5,813,208.25,1387,7188,9378,201607
2016-04-26,222,223,218.75,220.75,595,205.5,1007,6767,9231,201607
2016-04-25,222.5,224.5,219.5,221.5,708,206.25,1285,6667,9288,201607
2016-04-22,227.75,229.25,217.75,222.5,1386,207.25,2030,6497,9475,201607
2016-04-21,230.25,240,226.25,227.5,1852,212.25,3224,6179,10299,201607
2016-04-20,220.25,231.25,220.25,230,1053,214.75,2224,5822,10450,201607
2016-04-19,213.75,220,213.75,218.75,1032,195.75,1957,4142,10871,201605
2016-04-18,213,216.25,213,213.75,399,190.75,796,4775,10808,201605
2016-04-15,216,217,211,212.5,533,189.5,981,4982,10850,201605
2016-04-14,214.5,216.75,213.25,216,392,193,829,5162,10824,201605
2016-04-13,211,215.5,210,215,573,192,1058,5377,10860,201605
2016-04-12,208.25,212,208,210.5,705,187.5,1467,5615,10908,201605
2016-04-11,210,211.25,207,207.75,552,184.75,1096,5869,10806,201605
2016-04-08,209.25,212.25,207.75,210,887,187,1651,6199,10822,201605
2016-04-07,206.75,211.75,204.75,209.25,405,186.25,636,6688,11082,201605
2016-04-06,206.5,209,204,206.5,361,183.5,578,6847,11067,201605
2016-04-05,212,212.25,207,207.25,161,184.25,370,6955,11130,201605
2016-04-04,210.75,212.75,208.75,210,247,187,391,6981,11072,201605
2016-04-01,209,211.75,207.5,208,558,185,972,7043,11056,201605
2016-03-31,208,211,205.25,208.5,665,185.5,1284,7329,11107,201605
2016-03-30,212.5,214.75,207.5,208.25,691,185.25,1260,7478,10875,201605
2016-03-29,215,215,211.5,212.75,438,189.75,625,7461,10557,201605
2016-03-28,210,215,210,213,209,190,299,7570,10581,201605
2016-03-24,210.5,211.75,206.75,210,260,187,348,7579,10575,201605
2016-03-23,213,213.5,208.25,210.5,303,187.5,371,7586,10566,201605
2016-03-22,213,216,212.75,213.25,312,190.25,361,7561,10535,201605
2016-03-21,211.5,216,211,213.75,734,190.75,1042,7771,10749,201605
2016-03-18,214.5,216,210.5,211,195,188,358,8198,11193,201605
2016-03-17,218.25,220.5,212,214.25,351,191.25,557,8141,11124,201605
2016-03-16,218.75,220,217.25,218.5,104,195.5,162,8157,11103,201605
2016-03-15,219,222.5,217,219,297,196,451,8182,11120,201605
2016-03-14,215,220.25,214,219,540,196,658,8248,11116,201605
2016-03-11,211.25,215,210,214.5,302,191.5,417,8277,11096,201605
2016-03-10,209.5,212,205.75,211.25,341,188.25,488,8346,11190,201605
2016-03-09,211,213,208.5,209.5,378,186.5,510,8345,11133,201605
2016-03-08,211,212.5,209,211.75,373,188.75,515,8318,11028,201605
2016-03-07,207,211,207,210.75,477,187.75,701,8329,11013,201605
2016-03-04,209.5,211,203.5,204.75,857,181.75,1411,8333,11024,201605
2016-03-03,205,211,204,209.5,528,186.5,860,8309,10619,201605
2016-03-02,201,205.75,194.75,203.25,701,180.25,995,8331,10575,201605
2016-03-01,205.75,206.75,198.75,201.25,613,178.25,990,8334,10539,201605
2016-02-29,207,207.75,203,205.75,511,182.75,772,8204,10506,201605
2016-02-26,207.5,209,204,207,1029,184,1964,8040,10728,201605
